file,line,name,status
scripts/ci/probes/chip-journal-atomicity/agent-context-fixture.sql,7,fn_club_bank_role,Historical Declaration; Live Definition Must Be Verified
scripts/ci/probes/chip-journal-atomicity/agent-context-fixture.sql,8,fn_club_cashier_can_transact,Historical Declaration; Live Definition Must Be Verified
scripts/ci/probes/chip-journal-atomicity/agent-context-fixture.sql,9,fn_ensure_agent_row,Historical Declaration; Live Definition Must Be Verified
scripts/ci/probes/chip-journal-atomicity/bbj-routing-fixture.sql,6,fn_resolve_bbj_pool,Historical Declaration; Live Definition Must Be Verified
scripts/ci/probes/chip-journal-atomicity/cashout-fixture.sql,22,fn_club_bank_role,Historical Declaration; Live Definition Must Be Verified
scripts/ci/probes/chip-journal-atomicity/cashout-fixture.sql,23,fn_club_cashier_can_transact,Historical Declaration; Live Definition Must Be Verified
scripts/ci/probes/chip-journal-atomicity/cashout-fixture.sql,24,fn_ensure_agent_row,Historical Declaration; Live Definition Must Be Verified
scripts/ci/probes/chip-journal-atomicity/cashout-fixture.sql,30,fn_ca_current_epoch,Historical Declaration; Live Definition Must Be Verified
scripts/ci/probes/chip-journal-atomicity/cashout-fixture.sql,34,fn_ca_chip_ledger_enrich,Historical Declaration; Live Definition Must Be Verified
scripts/ci/probes/chip-journal-atomicity/cashout-fixture.sql,128,fn_ca_declare_ledger,Historical Declaration; Live Definition Must Be Verified
scripts/ci/probes/chip-journal-atomicity/cashout-fixture.sql,173,injected_receipt_failure,Historical Declaration; Live Definition Must Be Verified
scripts/ci/probes/chip-journal-atomicity/fixture.sql,34,fn_actor_can_manage_club_treasury,Historical Declaration; Live Definition Must Be Verified
scripts/ci/probes/chip-journal-atomicity/fixture.sql,35,fn_cash_rejoin_floor,Historical Declaration; Live Definition Must Be Verified
scripts/ci/probes/chip-journal-atomicity/fixture.sql,36,fn_cash_session_open,Historical Declaration; Live Definition Must Be Verified
scripts/ci/probes/chip-journal-atomicity/fixture.sql,37,fn_cash_session_add_baseline,Historical Declaration; Live Definition Must Be Verified
scripts/ci/probes/chip-journal-atomicity/fixture.sql,48,injected_journal_failure,Historical Declaration; Live Definition Must Be Verified
scripts/ci/probes/chip-journal-atomicity/fixture.sql,57,fn_ca_escrow_apply,Historical Declaration; Live Definition Must Be Verified
scripts/ci/probes/chip-journal-atomicity/hand-fixture.sql,13,fn_ca_raise_drift_incident,Historical Declaration; Live Definition Must Be Verified
scripts/ci/probes/chip-journal-atomicity/rebuy-receipt-fixture.sql,10,fn_caller_session_is_live,Historical Declaration; Live Definition Must Be Verified
scripts/ci/probes/chip-journal-atomicity/rebuy-receipt-fixture.sql,11,fn_caller_is_engine,Historical Declaration; Live Definition Must Be Verified
scripts/ci/probes/chip-journal-atomicity/rebuy-receipt-fixture.sql,12,fn_seat_club_for_user,Historical Declaration; Live Definition Must Be Verified
scripts/ci/probes/chip-journal-atomicity/rebuy-receipt-fixture.sql,13,fn_ensure_club_wallet,Historical Declaration; Live Definition Must Be Verified
scripts/ci/probes/chip-journal-atomicity/rebuy-receipt-fixture.sql,17,fn_entry_purchases_frozen,Historical Declaration; Live Definition Must Be Verified
